rxn	MGYG000000076	MGYG000005177	MGYG000049266	MGYG000073722	MGYG000082523	MGYG000111157	MGYG000142005	MGYG000164457	MGYG000167059	MGYG000241626	MGYG000258880	MGYG000278633
rxn15495_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15500_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15501_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15502_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15505_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15506_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15507_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15510_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15511_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15513_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15514_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15537_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15539_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15541_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15550_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn15551_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn15560_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn15575_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15582_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15588_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15594_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15664_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn15665_c0	1	1	1	0	0	1	0	0	1	1	0	1
rxn15725_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15727_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15833_c0	0	0	1	1	0	0	0	0	0	0	0	0
rxn15947_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15949_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15964_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn15972_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn16206_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn16823_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn19124_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn19220_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn20595_c0	1	1	1	0	1	1	1	0	1	1	0	0
rxn20643_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn21854_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn21855_c0	0	0	1	1	0	0	0	0	0	0	0	0
rxn22013_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn23042_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn25164_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn25837_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn25838_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn25839_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn26477_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn27289_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn27812_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn27984_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn29736_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn31154_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn31278_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn31279_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn31363_c0	0	0	1	0	0	1	1	1	0	0	0	1
rxn32623_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn32808_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn33047_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn33160_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn33320_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn33576_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn33589_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn33674_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn33834_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn33862_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn33927_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn34724_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn35560_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn37613_c0	1	1	1	0	1	1	1	0	1	1	0	0
rxn38862_c0	0	0	0	0	0	0	1	1	0	0	0	0
rxn39175_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn39250_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn39251_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn39252_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn40746_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn41554_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn41668_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn41945_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn41954_c0	0	0	1	1	0	0	0	0	0	0	0	0
rxn42927_c0	0	0	1	1	0	0	0	0	0	0	0	0
rxn43262_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn43871_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn45097_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn45361_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn46031_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90001_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90002_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90003_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90005_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90009_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90013_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90014_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90015_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90016_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90017_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90018_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90019_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90022_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90023_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90024_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90029_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90034_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90035_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90036_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90037_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90038_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90039_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90040_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90041_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90042_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90043_c0	1	1	1	1	0	1	1	1	1	1	0	1
rxn90044_c0	1	1	1	1	0	1	1	1	1	1	0	1
rxn90045_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90051_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90053_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90055_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90056_c0	1	0	0	0	1	1	1	1	0	0	0	0
rxn90071_c0	0	0	0	1	0	0	0	0	0	0	0	0
rxn90075_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90076_c0	0	0	1	1	0	0	0	0	0	0	0	0
rxn90081_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90082_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90096_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90105_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90112_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90113_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90114_c0	1	1	1	1	1	1	1	1	1	1	1	1
rxn90115_c0	1	1	1	1	1	1	1	1	1	1	1	1
