rxn	MGYG000001400	MGYG000010774	MGYG000011610	MGYG000015707	MGYG000016015	MGYG000081522	MGYG000106282	MGYG000112701	MGYG000120427	MGYG000153712	MGYG000186345	MGYG000201534	MGYG000213768	MGYG000224645	MGYG000232768	MGYG000246156	MGYG000263537	MGYG000270783
rxn00555_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00556_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00557_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00558_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00559_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00566_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00575_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00598_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn00606_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00608_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00611_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00612_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00615_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00621_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00646_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00647_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00649_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00650_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00653_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00670_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00676_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn00684_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00686_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00689_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00690_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00692_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00693_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00695_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00701_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00702_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
rxn00704_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00707_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00708_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00709_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00710_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00711_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00712_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00713_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00715_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00720_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
rxn00726_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00727_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00735_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00737_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00742_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00747_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00762_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00763_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00765_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00770_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00777_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00778_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00781_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00782_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00783_c0	0	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	0	1
rxn00784_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00785_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00786_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00787_c0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
rxn00789_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00790_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00791_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00797_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00800_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00802_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00806_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00808_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00816_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00817_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00818_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00819_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00830_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00832_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00834_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00836_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00838_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00839_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00840_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00851_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00856_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00858_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00859_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00863_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00865_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00869_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00870_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00874_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn00890_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00892_c0	1	0	0	0	0	0	1	1	1	1	1	0	1	0	0	1	1	1
rxn00898_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00902_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00903_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00904_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00907_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00908_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00910_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00913_c0	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
rxn00915_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00916_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00917_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00927_c0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0
rxn00929_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00942_c0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0
rxn00950_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00952_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00953_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00955_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00973_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00974_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00977_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00979_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00997_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn00998_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01000_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01008_c0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0
rxn01011_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01013_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01018_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01019_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01021_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01028_c0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
rxn01068_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01069_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01075_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01100_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01102_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01104_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01106_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01116_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01119_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01121_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01123_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01124_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01127_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01128_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01129_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01134_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01137_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01138_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01143_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01146_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01153_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01169_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01171_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01176_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01200_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01207_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01210_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01211_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01213_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01217_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01219_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01226_c0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0
rxn01228_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01231_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01241_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01255_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01256_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01257_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01265_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01268_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01275_c0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rxn01276_c0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
rxn01278_c0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0
rxn01280_c0	1	0	0	0	1	1	0	1	1	1	1	1	0	0	0	1	0	0
rxn01281_c0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	1
rxn01286_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01299_c0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0
rxn01300_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01301_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01302_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01303_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01304_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01305_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01308_c0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1
rxn01316_c0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
rxn01329_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01331_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01332_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01333_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01334_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01343_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01346_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01347_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01348_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01353_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01354_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01358_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01361_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01362_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01363_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01366_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01368_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01370_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01387_c0	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1	0	0	0
rxn01388_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01390_c0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1
rxn01406_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01418_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01419_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01423_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01434_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01445_c0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
rxn01446_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01447_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01459_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01464_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01465_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01466_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01477_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01484_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01485_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01492_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01501_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
rxn01505_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01506_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01509_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01510_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01512_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01513_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01515_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01516_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01517_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01518_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01520_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01530_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01544_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01545_c0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0
rxn01548_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01564_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn01575_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01601_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01602_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01603_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01615_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01621_c0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1
rxn01629_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01631_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01636_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01637_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01643_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01644_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01646_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01647_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01648_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01649_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01650_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01667_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01670_c0	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1
rxn01673_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01674_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01675_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01678_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01679_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01682_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01683_c0	1	1	0	1	1	0	0	1	1	1	1	1	0	1	0	1	0	0
rxn01684_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01705_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01706_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01710_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01715_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn01735_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01739_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01740_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01741_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01750_c0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
rxn01753_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01757_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01761_c0	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	0	0	1
rxn01799_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01800_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01816_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01828_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01833_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn01836_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn01851_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01858_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01859_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01870_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01902_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01903_c0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
rxn01906_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01917_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01921_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01932_c0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
rxn01937_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01939_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01947_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01953_c0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0
rxn01961_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01964_c0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01972_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01973_c0	1	1	1	1	1	0	0	1	1	1	0	1	0	1	0	1	1	1
rxn01974_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01977_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01985_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01986_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01991_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01997_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn01998_c0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1
rxn01999_c0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	0	0	1
rxn02003_c0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	0
rxn02005_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02008_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02009_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02011_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
rxn02013_c0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
